partner_name,category,region,post_count,total_reposts,total_comments,total_attitudes,total_comment_likes,avg_reposts,avg_comments,avg_attitudes,engagement_rate,top_posts,date_range_start,date_range_end
罗森便利店,Brand,CN,1,262,446,602,0,262.0,446.0,602.0,1310.0,"[""4847347651064440|微博抽奖公示(602 likes)""]",2022-12-16T09:00:02+00:00,2022-12-16T09:00:02+00:00
Dragon Ball,Anime,CN,2,431,304,601,0,215.5,152.0,300.5,668.0,"[""4948031071061689|和平精英的微博视频(339 likes)"", ""4948023521313857|微博抽奖公示(262 likes)""]",2023-09-20T04:30:00+00:00,2023-09-20T05:00:00+00:00
不眠日,Movie,CN,1,170,230,589,0,170.0,230.0,589.0,989.0,"[""5211819241111565|和平精英的微博视频(589 likes)""]",2025-09-17T03:00:00+00:00,2025-09-17T03:00:00+00:00
"罗技, 英伟达, OMEN暗影精灵, HyperX极度未知, 联想拯救者, 红魔, WD_BLACK, 安德斯特, 京东电竞",Brand,CN,1,614,430,586,0,614.0,430.0,586.0,1630.0,"[""5181023966987388|抽奖详情(586 likes)""]",2025-06-24T03:30:35+00:00,2025-06-24T03:30:35+00:00
WeGame,Brand,CN,1,217,252,583,0,217.0,252.0,583.0,1052.0,"[""5178271953586446|#WeGame3.0#(583 likes)""]",2025-06-16T13:15:04+00:00,2025-06-16T13:15:04+00:00
杨丽萍团队,Artist,CN,1,209,229,575,0,209.0,229.0,575.0,1013.0,"[""5161145333975898|#和平精英辉羽雀灵#(575 likes)""]",2025-04-30T07:00:00+00:00,2025-04-30T07:00:00+00:00
bilibili,Brand,CN,1,105,254,574,0,105.0,254.0,574.0,933.0,"[""4750988240490294|和平精英(574 likes)""]",2022-03-25T11:22:08+00:00,2022-03-25T11:22:08+00:00
超霸世家,Brand,CN,1,214,258,573,0,214.0,258.0,573.0,1045.0,"[""5191872806653646|#和平精英#(573 likes)""]",2025-07-24T02:00:00+00:00,2025-07-24T02:00:00+00:00
F1,Brand,CN,1,120,247,572,0,120.0,247.0,572.0,939.0,"[""5026042609927175|#和平精英上赛新地图#(572 likes)""]",2024-04-22T11:30:00+00:00,2024-04-22T11:30:00+00:00
非人哉,Movie,CN,2,291,404,571,0,145.5,202.0,285.5,633.0,"[""5201325090673882|和平精英的微博视频(315 likes)"", ""5200932511417115|和平精英的微博视频(256 likes)""]",2025-08-18T02:00:02+00:00,2025-08-19T04:00:00+00:00
"不求人_水瓶座entp, 鲨鱼哟syy, 一休不是光头, 还在努力的王玉萌, 武子弈, 奈奈",Artist,CN,1,1,12,562,0,1.0,12.0,562.0,575.0,"[""5261511674302845|#想去你的2026#(562 likes)""]",2026-02-01T06:00:00+00:00,2026-02-01T06:00:00+00:00
361度,Brand,CN,1,126,136,560,0,126.0,136.0,560.0,822.0,"[""4940499468683736|和平精英的微博视频(560 likes)""]",2023-08-30T10:12:06+00:00,2023-08-30T10:12:06+00:00
微博游戏,Other,CN,1,8163,718,559,0,8163.0,718.0,559.0,9440.0,"[""5199875538421032|抽奖详情(559 likes)""]",2025-08-15T04:00:00+00:00,2025-08-15T04:00:00+00:00
猎金·游戏,Movie,CN,1,261,351,546,0,261.0,351.0,546.0,1158.0,"[""5161069840696276|和平精英的微博视频(546 likes)""]",2025-04-30T02:00:00+00:00,2025-04-30T02:00:00+00:00
好莱坞,Movie,CN,1,114,217,537,0,114.0,217.0,537.0,868.0,"[""4760034858766123|#和平精英维克托动画兄弟#(537 likes)""]",2022-04-19T10:30:10+00:00,2022-04-19T10:30:10+00:00
艾热,Artist,CN,1,137,139,535,0,137.0,139.0,535.0,811.0,"[""4905329701424898|和平精英的微博视频(535 likes)""]",2023-05-25T09:00:00+00:00,2023-05-25T09:00:00+00:00
云南文旅,Other,CN,2,324,486,510,0,162.0,243.0,255.0,660.0,"[""5153846012937682|#和平精英6周年6在一起#(263 likes)"", ""5156849533585301|和平精英的微博视频(247 likes)""]",2025-04-10T03:35:06+00:00,2025-04-18T10:30:01+00:00
"郭帆, 谭乔, Tim, 特效小哥",Artist,CN,1,123,232,501,0,123.0,232.0,501.0,856.0,"[""4785651117986430|和平精英的微博视频(501 likes)""]",2022-06-29T03:00:02+00:00,2022-06-29T03:00:02+00:00
腾讯公益,Other,CN,2,221,247,497,0,110.5,123.5,248.5,482.5,"[""4879162277366888|2023年植树节，我们和@腾讯公益 携手，共同发起【用小红花，助力种植黄河公益林】公益活动。 特种兵(372 likes)"", ""4940738016313929|#界外时尚#(125 likes)""]",2023-03-14T04:00:00+00:00,2023-08-31T02:00:00+00:00
北京国际电影节,Other,CN,1,53,174,493,0,53.0,174.0,493.0,720.0,"[""4803491170357775|#一起去追空投雨#(493 likes)""]",2022-08-17T08:30:02+00:00,2022-08-17T08:30:02+00:00
"腾讯视频, QQ看点, 爱奇艺, 小红书",Brand,CN,1,105,142,491,0,105.0,142.0,491.0,738.0,"[""4766822181638491|#和平精英3周年庆#(491 likes)""]",2022-05-08T04:00:34+00:00,2022-05-08T04:00:34+00:00
吉利,Brand,CN,1,141,129,489,0,141.0,129.0,489.0,759.0,"[""4859631081886857|#和平精英抢占先鸡吉利局#(489 likes)""]",2023-01-19T06:30:00+00:00,2023-01-19T06:30:00+00:00
B站虚拟主播,Other,CN,1,119,209,487,0,119.0,209.0,487.0,815.0,"[""4958623366646876|和平精英的微博视频(487 likes)""]",2023-10-19T10:30:00+00:00,2023-10-19T10:30:00+00:00
"罗森, 盒马",Brand,CN,1,104,181,486,0,104.0,181.0,486.0,771.0,"[""4857811596482773|值此小年之际，和平吉市热闹开张！快来吉市，吃好#新年第一局鸡#！ 和平吉市携手罗森、盒马两大吉友，为(486 likes)""]",2023-01-14T06:00:01+00:00,2023-01-14T06:00:01+00:00
Mashimaro流氓兔,IP,CN,1,140,441,484,0,140.0,441.0,484.0,1065.0,"[""4763545768034879|抽奖详情(484 likes)""]",2022-04-29T03:01:15+00:00,2022-04-29T03:01:15+00:00
吳京,Artist,CN,1,102,125,479,0,102.0,125.0,479.0,706.0,"[""4819002117066714|和平精英的微博视频(479 likes)""]",2022-09-29T03:45:00+00:00,2022-09-29T03:45:00+00:00
奥利弗动画,Anime,CN,1,101,149,478,0,101.0,149.0,478.0,728.0,"[""4832761544966604|和平精英(478 likes)""]",2022-11-06T03:00:02+00:00,2022-11-06T03:00:02+00:00
重庆轨道交通,Brand,CN,1,114,126,475,0,114.0,126.0,475.0,715.0,"[""4894889525383732|#和平号冒险列车派对#(475 likes)""]",2023-04-26T13:34:28+00:00,2023-04-26T13:34:28+00:00
DC Comics,IP,CN,1,219,271,471,0,219.0,271.0,471.0,961.0,"[""5169812445332499|抽奖详情(471 likes)""]",2025-05-24T05:00:00+00:00,2025-05-24T05:00:00+00:00
异人之下,Movie,CN,1,124,139,462,0,124.0,139.0,462.0,725.0,"[""4945116873362980|#异人之下#(462 likes)""]",2023-09-12T04:00:01+00:00,2023-09-12T04:00:01+00:00
小鲁班,Brand,CN,1,230,349,462,0,230.0,349.0,462.0,1041.0,"[""5162957273826180|抽奖详情(462 likes)""]",2025-05-05T07:00:00+00:00,2025-05-05T07:00:00+00:00
遇意,Other,CN,1,165,248,458,0,165.0,248.0,458.0,871.0,"[""5179676190053144|抽奖详情(458 likes)""]",2025-06-20T10:15:00+00:00,2025-06-20T10:15:00+00:00
"一加, 别克, TT语音, 京东, 欧莱雅美发, 路特斯",Brand,CN,1,103,125,457,0,103.0,125.0,457.0,685.0,"[""4851696302560576|#2022和平年度精英名单#(457 likes)""]",2022-12-28T09:00:00+00:00,2022-12-28T09:00:00+00:00
叮咚买菜,Brand,CN,1,113,206,450,0,113.0,206.0,450.0,769.0,"[""4925261034818881|抽奖详情(450 likes)""]",2023-07-19T09:00:00+00:00,2023-07-19T09:00:00+00:00
电影哥你好,Movie,CN,1,279,298,444,0,279.0,298.0,444.0,1021.0,"[""4814294858596682|和平精英的微博视频(444 likes)""]",2022-09-16T04:00:01+00:00,2022-09-16T04:00:01+00:00
不齐舞团,Artist,CN,1,9,119,434,0,9.0,119.0,434.0,562.0,"[""5187206979257910|不齐舞团的微博视频(434 likes)""]",2025-07-11T04:59:40+00:00,2025-07-11T04:59:40+00:00
清河坊历史文化特色街区,Other,CN,1,107,115,431,0,107.0,115.0,431.0,653.0,"[""4950558702047025|和平精英的微博视频(431 likes)""]",2023-09-27T04:23:54+00:00,2023-09-27T04:23:54+00:00
封神男团,Other,CN,1,165,160,430,0,165.0,160.0,430.0,755.0,"[""4933134263788153|和平精英的微博视频(430 likes)""]",2023-08-10T02:25:24+00:00,2023-08-10T02:25:24+00:00
"郭帆, 谭乔, 影视飓风MediaStorm, 特效小哥",Artist,CN,1,216,122,428,0,216.0,122.0,428.0,766.0,"[""4786058808265723|和平精英的微博视频(428 likes)""]",2022-06-30T06:00:03+00:00,2022-06-30T06:00:03+00:00
Baseus倍思,Brand,CN,1,189,209,425,0,189.0,209.0,425.0,823.0,"[""4844705239798273|微博抽奖公示(425 likes)""]",2022-12-09T02:00:02+00:00,2022-12-09T02:00:02+00:00
边缘行者,Movie,CN,1,665,801,422,0,665.0,801.0,422.0,1888.0,"[""4758638121459067|和平精英的微博视频(422 likes)""]",2022-04-15T14:00:02+00:00,2022-04-15T14:00:02+00:00
前任4：英年早婚,Movie,CN,1,202,134,421,0,202.0,134.0,421.0,757.0,"[""4951028321223999|和平精英的微博视频(421 likes)""]",2023-09-28T11:30:00+00:00,2023-09-28T11:30:00+00:00
斗鱼线下直播活动《和平精英x斗鱼冒险之旅》即将开启,Other,CN,1,303,216,418,0,303.0,216.0,418.0,937.0,"[""5234649674023407|#和平精英斗鱼冒险之旅#(418 likes)""]",2025-11-19T03:00:00+00:00,2025-11-19T03:00:00+00:00
欢乐谷集团,Brand,CN,1,3,7,415,0,3.0,7.0,415.0,425.0,"[""5256408044933690|#和平精英欢乐谷联动#(415 likes)""]",2026-01-18T04:00:00+00:00,2026-01-18T04:00:00+00:00
爱罗,Anime,CN,1,105,181,413,0,105.0,181.0,413.0,699.0,"[""4852345575320232|和平精英的微博视频(413 likes)""]",2022-12-30T04:00:00+00:00,2022-12-30T04:00:00+00:00
熊本熊,IP,CN,1,111,146,413,0,111.0,146.0,413.0,670.0,"[""4918301426452612|#和平精英#(413 likes)""]",2023-06-30T04:05:00+00:00,2023-06-30T04:05:00+00:00
全民K歌,Brand,CN,1,104,159,411,0,104.0,159.0,411.0,674.0,"[""4803091038212011|#我为PEL夏决应援#(411 likes)""]",2022-08-16T06:00:03+00:00,2022-08-16T06:00:03+00:00
MAGPIE喜鹊派,Brand,CN,2,124,180,409,0,62.0,90.0,204.5,356.5,"[""4860325877254689|#大吉大利和平年#(344 likes)"", ""4860408719218281|和平精英的微博视频(65 likes)""]",2023-01-21T04:30:52+00:00,2023-01-21T10:00:03+00:00
万达电影,Brand,CN,1,110,111,408,0,110.0,111.0,408.0,629.0,"[""4950915074754017|和平精英的微博视频(408 likes)""]",2023-09-28T04:00:00+00:00,2023-09-28T04:00:00+00:00
GT赛车：极速狂飙,Movie,CN,1,105,188,405,0,105.0,188.0,405.0,698.0,"[""4940753115023561|和平精英的微博视频(405 likes)""]",2023-08-31T03:00:00+00:00,2023-08-31T03:00:00+00:00
中国BOY-Hans,Artist,CN,1,101,122,400,0,101.0,122.0,400.0,623.0,"[""4811833649662300|#伞兵中国boy探访退役警犬#(400 likes)""]",2022-09-09T09:00:04+00:00,2022-09-09T09:00:04+00:00
大展鸿图,IP,CN,1,113,252,399,0,113.0,252.0,399.0,764.0,"[""5187222160807322|和平精英的微博视频(399 likes)""]",2025-07-11T06:00:00+00:00,2025-07-11T06:00:00+00:00
闪鱼,Brand,CN,1,230,197,398,0,230.0,197.0,398.0,825.0,"[""4935407895055118|抽奖详情(398 likes)""]",2023-08-16T09:00:00+00:00,2023-08-16T09:00:00+00:00
柠季,Brand,CN,1,97,140,396,0,97.0,140.0,396.0,633.0,"[""4811818549379370|#和平精英#(396 likes)""]",2022-09-09T08:00:03+00:00,2022-09-09T08:00:03+00:00
"CORSAK胡梦周, JADE",Artist,CN,1,118,126,395,0,118.0,126.0,395.0,639.0,"[""4953119601199686|#和平项目夺得金牌#(395 likes)""]",2023-10-04T06:00:00+00:00,2023-10-04T06:00:00+00:00
"郭帆, 谭乔",Artist,CN,1,97,259,391,0,97.0,259.0,391.0,747.0,"[""4785425124689058|#和平新版本的脑洞有点大#(391 likes)""]",2022-06-28T12:02:01+00:00,2022-06-28T12:02:01+00:00
刘谦,Artist,CN,1,109,133,389,0,109.0,133.0,389.0,631.0,"[""4860771094502631|和平精英的微博视频(389 likes)""]",2023-01-22T10:00:00+00:00,2023-01-22T10:00:00+00:00
"蔡国庆, 陈赫, 程潇, 林允, 孙艺洲, 希林娜依·高, 许佳琪, 朱正廷",Artist,CN,1,115,141,386,0,115.0,141.0,386.0,642.0,"[""4983514888670234|和平精英的微博视频(386 likes)""]",2023-12-27T03:00:01+00:00,2023-12-27T03:00:01+00:00
古天乐,Artist,CN,1,195,204,386,0,195.0,204.0,386.0,785.0,"[""4923124456624098|和平精英的微博视频(386 likes)""]",2023-07-13T11:30:00+00:00,2023-07-13T11:30:00+00:00
B站会员购,Brand,CN,1,108,158,386,0,108.0,158.0,386.0,652.0,"[""4922739422658585|#和平精英#(386 likes)""]",2023-07-12T10:00:00+00:00,2023-07-12T10:00:00+00:00
西出玉门,Movie,CN,1,128,115,379,0,128.0,115.0,379.0,622.0,"[""4951035874904213|和平精英的微博视频(379 likes)""]",2023-09-28T12:00:01+00:00,2023-09-28T12:00:01+00:00
"五只猫娱乐Mall, 天工异彩",Brand,CN,1,140,144,379,0,140.0,144.0,379.0,663.0,"[""4932176602467058|和平精英的微博视频(379 likes)""]",2023-08-07T11:00:00+00:00,2023-08-07T11:00:00+00:00
环太平洋：雷霆再起,Movie,CN,1,69,127,377,0,69.0,127.0,377.0,573.0,"[""4846532287007659|和平精英的微博视频(377 likes)""]",2022-12-14T03:00:04+00:00,2022-12-14T03:00:04+00:00
植说巴拉,Brand,CN,1,102,112,377,0,102.0,112.0,377.0,591.0,"[""5197671012241591|#和平精英#(377 likes)""]",2025-08-09T02:00:00+00:00,2025-08-09T02:00:00+00:00
Evangelion,Anime,CN,1,123,160,377,0,123.0,160.0,377.0,660.0,"[""4965410594622793|#斗鱼和平小店#(377 likes)""]",2023-11-07T04:00:01+00:00,2023-11-07T04:00:01+00:00
罗小黑CAT,Anime,CN,1,114,176,376,0,114.0,176.0,376.0,666.0,"[""4903178023735033|和平精英 与@罗小黑CAT 联动再次来袭！今天正式上线啦~快来化身可爱猫猫，在游戏里开启你甜蜜又浪漫(376 likes)""]",2023-05-19T10:30:00+00:00,2023-05-19T10:30:00+00:00
开心麻花新春贺岁短剧《精英鸡动队之万事街大吉》于1月21日正式全平台欢乐开播,Other,CN,1,101,108,376,0,101.0,108.0,376.0,585.0,"[""4859291344048996|和平精英的微博视频(376 likes)""]",2023-01-18T08:00:00+00:00,2023-01-18T08:00:00+00:00
大师贴膜,Brand,CN,1,94,126,376,0,94.0,126.0,376.0,596.0,"[""4808896780699928|#和平精英#讨论中(376 likes)""]",2022-09-01T06:30:00+00:00,2022-09-01T06:30:00+00:00
"人民日报视界客户端, 腾讯成长守护",Other,CN,1,119,155,376,0,119.0,155.0,376.0,650.0,"[""4928809419150791|7月28日至8月10日，《和平精英》与人民日报视界客户端、腾讯成长守护共同举办“盛夏空投运动季”活动(376 likes)""]",2023-07-29T04:00:01+00:00,2023-07-29T04:00:01+00:00
JOYTOY暗源,Brand,CN,1,157,165,376,0,157.0,165.0,376.0,698.0,"[""4936087375974580|抽奖详情(376 likes)""]",2023-08-18T06:00:01+00:00,2023-08-18T06:00:01+00:00
万达影城,Brand,CN,1,112,126,375,0,112.0,126.0,375.0,613.0,"[""4952772208233972|#和平项目夺得金牌##中国队决赛不藏了##和平精英亚洲夺金加油派对# 恭喜中国电子竞技项目（和平精英(375 likes)""]",2023-10-03T06:59:35+00:00,2023-10-03T06:59:35+00:00
虎牙烤羊腿,Other,CN,1,104,140,373,0,104.0,140.0,373.0,617.0,"[""4788277510407931|#KONE77H直播首秀#(373 likes)""]",2022-07-06T08:56:23+00:00,2022-07-06T08:56:23+00:00
HECATE漫步者电竞,Brand,CN,1,143,233,372,0,143.0,233.0,372.0,748.0,"[""4845815052639175|抽奖详情(372 likes)""]",2022-12-12T03:30:02+00:00,2022-12-12T03:30:02+00:00
索尼克,Game,CN,1,105,140,371,0,105.0,140.0,371.0,616.0,"[""4923373596969918|和平精英的微博视频(371 likes)""]",2023-07-14T04:00:00+00:00,2023-07-14T04:00:00+00:00
99公益日,Other,CN,1,100,127,369,0,100.0,127.0,369.0,596.0,"[""4811810991247104|#和平精英#(369 likes)""]",2022-09-09T07:30:02+00:00,2022-09-09T07:30:02+00:00
小黄鸭,IP,CN,1,98,135,368,0,98.0,135.0,368.0,601.0,"[""4863217211546569|和平精英的微博视频(368 likes)""]",2023-01-29T04:00:00+00:00,2023-01-29T04:00:00+00:00
"呼兰, 何广智, 徐志胜, 也就是鸟鸟, 小北指南, 和平精英王小歪, 深圳STE顾居居",Artist,CN,1,109,133,366,0,109.0,133.0,366.0,608.0,"[""4858597375475752|#和平精英新春脱口秀#(366 likes)""]",2023-01-16T10:02:24+00:00,2023-01-16T10:02:24+00:00
优酷游戏,Brand,CN,1,100,122,365,0,100.0,122.0,365.0,587.0,"[""4789017248010072|️和平精英丨优酷游戏👖掀起夏日脑洞狂欢！ 即日起到7月30日，来优酷游戏看和平精英视频抽好礼！ 将游(365 likes)""]",2022-07-08T09:55:50+00:00,2022-07-08T09:55:50+00:00
腾讯搜狗输入法,Brand,CN,1,100,127,364,0,100.0,127.0,364.0,591.0,"[""4859353322760262|新年第一局，和平精英携光子鸡新春财神来给大家送大吉！ @和平精英 与 腾讯搜狗输入法 合作的@光子鸡(364 likes)""]",2023-01-18T12:06:17+00:00,2023-01-18T12:06:17+00:00
京东买药,Brand,CN,1,117,116,364,0,117.0,116.0,364.0,597.0,"[""4933520457470576|#和平精英空投节#(364 likes)""]",2023-08-11T04:00:00+00:00,2023-08-11T04:00:00+00:00
广州市文化广电旅游局,Other,CN,1,93,122,362,0,93.0,122.0,362.0,577.0,"[""4849808936799558|#2022年广州国际灯光节#(362 likes)""]",2022-12-23T04:00:17+00:00,2022-12-23T04:00:17+00:00
Twinflower,Brand,CN,1,67,128,360,0,67.0,128.0,360.0,555.0,"[""4839994197282481|#和平精英#(360 likes)""]",2022-11-26T02:00:02+00:00,2022-11-26T02:00:02+00:00
未知IP,IP,CN,1,208,248,359,0,208.0,248.0,359.0,815.0,"[""5160360161838958|#和平精英六周年#(359 likes)""]",2025-04-28T03:00:00+00:00,2025-04-28T03:00:00+00:00
TOPTOY,Brand,CN,1,699,154,357,0,699.0,154.0,357.0,1210.0,"[""4937199084637137|抽奖详情(357 likes)""]",2023-08-21T07:37:33+00:00,2023-08-21T07:37:33+00:00
QQ,Brand,CN,2,218,248,357,0,109.0,124.0,178.5,411.5,"[""5189366290325220|#QQ表情#(345 likes)"", ""5271628340794033|和平精英的微博视频(12 likes)""]",2025-07-17T04:00:00+00:00,2026-03-01T04:00:01+00:00
虎牙不求人,Artist,CN,1,98,126,355,0,98.0,126.0,355.0,579.0,"[""4814355260245449|#歪嘴龙王大战不求人#(355 likes)""]",2022-09-16T08:00:02+00:00,2022-09-16T08:00:02+00:00
腾讯公益慈善基金会,Other,CN,1,97,123,354,0,97.0,123.0,354.0,574.0,"[""4808859032488889|#和腾讯游戏一块做好事#(354 likes)""]",2022-09-01T04:00:00+00:00,2022-09-01T04:00:00+00:00
"小团团, 花老湿",Artist,CN,1,100,118,352,0,100.0,118.0,352.0,570.0,"[""4887867135889569|#当小团团导游真不容易#(352 likes)""]",2023-04-07T04:30:00+00:00,2023-04-07T04:30:00+00:00
EDC雏菊电音嘉年华,Brand,CN,1,110,115,352,0,110.0,115.0,352.0,577.0,"[""4950220498274447|#2023EDC苏州#(352 likes)""]",2023-09-26T06:00:00+00:00,2023-09-26T06:00:00+00:00
罗技G,Brand,CN,2,31,81,351,0,15.5,40.5,175.5,231.5,"[""5204556381950872|#和平精英#(314 likes)"", ""5181027594535347|#和平精英PC模拟器#(37 likes)""]",2025-06-24T03:45:00+00:00,2025-08-28T02:00:00+00:00
横店梦幻谷水世界,Brand,CN,1,97,105,351,0,97.0,105.0,351.0,553.0,"[""4912577459258071|和平精英的微博视频(351 likes)""]",2023-06-14T09:00:00+00:00,2023-06-14T09:00:00+00:00
未明确提及具体合作伙伴,IP,CN,1,107,131,351,0,107.0,131.0,351.0,589.0,"[""4961077033961347|#和平精英#(351 likes)""]",2023-10-26T05:00:00+00:00,2023-10-26T05:00:00+00:00
"小辣李嘉琦, 呆妹儿小霸王, 上海NV-paraboy, YoungG",Artist,CN,1,111,114,351,0,111.0,114.0,351.0,576.0,"[""4967227561872481|和平精英的微博视频(351 likes)""]",2023-11-12T04:20:00+00:00,2023-11-12T04:20:00+00:00
东南大学建筑设计研究院,Other,CN,1,89,120,350,0,89.0,120.0,350.0,559.0,"[""4848403739054265|#和平精英新春园林#(350 likes)""]",2022-12-19T06:56:33+00:00,2022-12-19T06:56:33+00:00
"中国传媒大学, 华中科技大学, 上海大学, 中国美术学院",Other,CN,1,97,120,349,0,97.0,120.0,349.0,566.0,"[""4884250807504896|和平精英的微博视频(349 likes)""]",2023-03-28T05:00:00+00:00,2023-03-28T05:00:00+00:00
海南省旅游和文化广电体育厅,Other,CN,1,110,109,348,0,110.0,109.0,348.0,567.0,"[""4924814265161859|#酷酷的海南启航酷世界#(348 likes)""]",2023-07-18T03:24:42+00:00,2023-07-18T03:24:42+00:00
界外时尚,Brand,CN,1,106,118,346,0,106.0,118.0,346.0,570.0,"[""4899146458206273|#界外时尚#(346 likes)""]",2023-05-08T07:30:00+00:00,2023-05-08T07:30:00+00:00
"北京市文物局, 北京中轴线申遗保护工作办公室, 腾讯SSV数字文化实验室",Other,CN,1,108,115,346,0,108.0,115.0,346.0,569.0,"[""4904271126464242|#和平把天坛搬进了游戏里#(346 likes)""]",2023-05-22T10:53:36+00:00,2023-05-22T10:53:36+00:00
德克士,Brand,CN,1,1,139,345,0,1.0,139.0,345.0,485.0,"[""4801694326330793|#和平精英空投节#讨论中(345 likes)""]",2022-08-12T09:30:01+00:00,2022-08-12T09:30:01+00:00
薛之谦,Artist,CN,1,103,111,343,0,103.0,111.0,343.0,557.0,"[""4986836776651166|和平精英的微博视频(343 likes)""]",2024-01-05T07:00:01+00:00,2024-01-05T07:00:01+00:00
SEASONS季节香薰,Brand,CN,1,120,116,343,0,120.0,116.0,343.0,579.0,"[""4933271321054931|#和平精英#(343 likes)""]",2023-08-10T11:30:01+00:00,2023-08-10T11:30:01+00:00
"谭乔, 二仙桥大爷",Artist,CN,1,96,117,342,0,96.0,117.0,342.0,555.0,"[""4862130077304942|和平精英的微博视频(342 likes)""]",2023-01-26T04:00:06+00:00,2023-01-26T04:00:06+00:00
六星SIX,Brand,CN,1,105,115,342,0,105.0,115.0,342.0,562.0,"[""4847257045713359|#来吉市交个朋友#(342 likes)""]",2022-12-16T03:00:00+00:00,2022-12-16T03:00:00+00:00
群星脱口秀,Artist,CN,1,124,24,341,0,124.0,24.0,341.0,489.0,"[""4859683942178648|和平精英的微博视频(341 likes)""]",2023-01-19T10:00:03+00:00,2023-01-19T10:00:03+00:00
"腾讯成长守护平台, 上海NOVA和平精英",Other,CN,1,114,120,340,0,114.0,120.0,340.0,574.0,"[""4941141584121797|和平精英的微博视频(340 likes)""]",2023-09-01T04:43:38+00:00,2023-09-01T04:43:38+00:00
广东音乐曲艺团,Other,CN,1,119,117,337,0,119.0,117.0,337.0,573.0,"[""4914322713347443|#和平精英乐响端午#(337 likes)""]",2023-06-19T04:35:01+00:00,2023-06-19T04:35:01+00:00
B站,Brand,CN,1,97,117,337,0,97.0,117.0,337.0,551.0,"[""4837215890578518|#你最想和谁组队#(337 likes)""]",2022-11-18T10:00:02+00:00,2022-11-18T10:00:02+00:00
成都市川剧院,Other,CN,1,98,105,336,0,98.0,105.0,336.0,539.0,"[""4884681142833156|和平精英的微博视频(336 likes)""]",2023-03-29T09:30:00+00:00,2023-03-29T09:30:00+00:00
大力招财,Brand,CN,1,92,118,336,0,92.0,118.0,336.0,546.0,"[""4845097831631384|#TOPTOY#(336 likes)""]",2022-12-10T04:00:03+00:00,2022-12-10T04:00:03+00:00
"谭乔, 韩童生",Artist,CN,1,102,110,335,0,102.0,110.0,335.0,547.0,"[""4899554144819209|和平精英的微博视频(335 likes)""]",2023-05-09T10:30:00+00:00,2023-05-09T10:30:00+00:00
星轶影城,Brand,CN,1,116,115,334,0,116.0,115.0,334.0,565.0,"[""5198773275594611|#和平精英星轶影城#(334 likes)""]",2025-08-12T03:00:00+00:00,2025-08-12T03:00:00+00:00
中国科学院高能所,Other,CN,1,112,114,333,0,112.0,114.0,333.0,559.0,"[""4938926078559883|和平精英的微博视频(333 likes)""]",2023-08-26T02:00:00+00:00,2023-08-26T02:00:00+00:00
上海天文馆,Other,CN,1,127,136,333,0,127.0,136.0,333.0,596.0,"[""4945486927630231|#和平新版本天文漫游#(333 likes)""]",2023-09-13T04:30:29+00:00,2023-09-13T04:30:29+00:00
封神第一部,Movie,CN,1,112,111,332,0,112.0,111.0,332.0,555.0,"[""4935355046041122|和平精英的微博视频(332 likes)""]",2023-08-16T05:30:00+00:00,2023-08-16T05:30:00+00:00
汕头市非遗,Other,CN,1,104,108,331,0,104.0,108.0,331.0,543.0,"[""4981740693096401|#2023和平精英全国大赛#(331 likes)""]",2023-12-22T05:30:00+00:00,2023-12-22T05:30:00+00:00
"商业品牌, 文旅IP","Brand, IP",CN,1,104,110,331,0,104.0,110.0,331.0,545.0,"[""4901773770758023|#2023腾讯游戏发布会#(331 likes)""]",2023-05-15T13:30:00+00:00,2023-05-15T13:30:00+00:00
C罗和内马尔,Artist,CN,1,89,111,330,0,89.0,111.0,330.0,530.0,"[""4839654505843601|和平精英的微博视频(330 likes)""]",2022-11-25T03:30:13+00:00,2022-11-25T03:30:13+00:00
人民电竞,Other,CN,1,106,108,328,0,106.0,108.0,328.0,542.0,"[""4985341926443746|和平精英的微博视频(328 likes)""]",2024-01-01T04:00:01+00:00,2024-01-01T04:00:01+00:00
布瑞吉,Artist,CN,1,95,109,327,0,95.0,109.0,327.0,531.0,"[""4850880949790028|布瑞吉Bridge(327 likes)""]",2022-12-26T03:00:06+00:00,2022-12-26T03:00:06+00:00
了不起舞社,Other,CN,1,115,117,326,0,115.0,117.0,326.0,558.0,"[""4908153306876435|#了不起舞社#(326 likes)""]",2023-06-02T04:00:00+00:00,2023-06-02T04:00:00+00:00
谢帝,Artist,CN,1,99,108,323,0,99.0,108.0,323.0,530.0,"[""4832102216369540|#和平主播赛#(323 likes)""]",2022-11-04T07:20:07+00:00,2022-11-04T07:20:07+00:00
中国邮政,Brand,CN,1,102,112,322,0,102.0,112.0,322.0,536.0,"[""4980351791533066|#和平精英大众赛#(322 likes)""]",2023-12-18T09:31:00+00:00,2023-12-18T09:31:00+00:00
弹壳Danko,Artist,CN,1,103,115,320,0,103.0,115.0,320.0,538.0,"[""4982178826686879|和平精英的微博视频(320 likes)""]",2023-12-23T10:30:59+00:00,2023-12-23T10:30:59+00:00
王小歪,Artist,CN,1,105,107,319,0,105.0,107.0,319.0,531.0,"[""4898006446379713|“集合！来我这嘎达！” 海岛酣战怎么能缺少语音包加持，快手千万人气主播王小歪与你相约海岛！ 5月6日(319 likes)""]",2023-05-05T04:00:00+00:00,2023-05-05T04:00:00+00:00
