mid,bid,created_at,text_preview,video_title,reposts,comments,attitudes,video_url,duration_sec,thumbnail,is_collab,partner,category
5258590170384993,QoAch1C9z,2026-01-24T04:30:59+00:00,枪响少年来！@吴磊LEO 正式成为@和平精英 全新品牌代言人！从荧幕上的质感演员到战场上的热血精英，以少年本色与全体特种兵并肩作战。吃鸡，是旷野越打，越年轻在和,和平精英的微博视频,1000000,272464,4035927,"https://f.video.weibocdn.com/u0/HAPWfjwUgx08uMlCj8jC01041200iNHA0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772603228&ssig=LPJzdPGh%2Bw&KID=unistore,video",40.75,https://wx3.sinaimg.cn/orj480/007KbAWFgy1i9l04gv2quj31hc0u04qq.jpg,1,吴磊,Artist
5125943517513042,PaSUnvwu6,2025-01-23T03:40:32+00:00,今天起，我在和平精英喜提新身份！开门大吉，看我在贺岁片里以新身份“营业”这个春节，和我一起回和平贺新岁总有一扇门为你而留说不定，推开下一扇门，你就能遇上我和平精,和平精英的微博视频,1000000,1000000,1574968,"https://f.video.weibocdn.com/u0/tnhXfWhTgx08lnsO5DKU01041202kkT00E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609015&ssig=itiNydMnN6&KID=unistore,video",258.809,https://wx1.sinaimg.cn/orj480/007KbAWFgy1hxuihxhuchj30u00gvjvv.jpg,0,,
5028450993967458,ObW8HgE7g,2024-04-29T03:00:04+00:00,在海岛住了四年，匹配了无数局，去了无数次训练场，看了无数场PEL，带给了我无数的美好有趣的瞬间。所以我也积累了快四年的灵感，在今年终于亲自为和平精英5周年创作了,和平精英的微博视频,1000000,1000000,1503256,"https://f.video.weibocdn.com/u0/O7IYQhecgx08er3QASwo010412038vHs0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609015&ssig=i%2BMp9%2FgtlA&KID=unistore,video",349.483,https://wx4.sinaimg.cn/orj480/007KbAWFgy1hp6js4vbhrj31hc0u0n0d.jpg,0,,
5193692296252903,PDjmBqeFh,2025-07-29T02:30:00+00:00,#刺激之夜明星阵容首曝#🎁【2025#和平精英刺激之夜#·全明星阵容首曝】🔥✨和平全明星即将COS开秀！8月9日19:15，锁定2025#和平精英刺激之夜#，让,和平精英的微博视频,35424,15619,524495,"https://f.video.weibocdn.com/u0/aPVqYB0Agx08q8Zxm6QE010412009tJE0E010.mp4?label=mp4_720p&template=720x1080.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608781&ssig=ZVH4MBHWjl&KID=unistore,video",15.069,https://wx2.sinaimg.cn/orj480/007KbAWFgy1i3sq24r82yj30go0m8qh2.jpg,0,,
4882061397854723,MyqN5wXn5,2023-03-22T04:00:04+00:00,在品牌代言人@华晨宇yu 的号召下，特种兵们已纷纷登上这辆#和平精英冒险列车#，在驶向终点站「四周年庆典舞台」的旅途上，还将收获各种新奇、刺激又快乐的玩法体验 ,和平精英的微博视频,4705,3166,404138,"https://f.video.weibocdn.com/o0/drCcHT7clx0843Z7cFEs01041201eoXr0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610102&ssig=t%2FjnPF7KeG&KID=unistore,video",112.175,https://wx3.sinaimg.cn/orj480/007KbAWFgy1hc8fmii6swj31po0ypb29.jpg,1,华晨宇,Artist
5194062241726687,PDsZi7fbN,2025-07-30T03:00:01+00:00,2025#和平精英刺激之夜#全卡司阵容，今日重磅官宣！🔥顶流明星集结开秀！和平精英品牌代言人华晨宇、宋茜 、田曦薇 、虞书欣和平精英品牌大使祝绪丹，惊喜大使姚安,和平精英的微博视频,34692,8864,236060,"https://f.video.weibocdn.com/u0/tlb9SMa4gx08qcyfK3IY01041200qCGQ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608776&ssig=ltI3UCNYSR&KID=unistore,video",51.083,https://wx3.sinaimg.cn/orj480/007KbAWFgy1i3vayo87mnj30go0m8jyd.jpg,1,Tian Xiwei,Artist
4880285688136109,MxGB2y8zz,2023-03-17T06:24:01+00:00,#和平精英冒险列车#发车整活！「4周年冒险列车新版本」即将在3月22日正式上线！ 品牌代言人宋茜闪现列车播报，《还好我会玩儿》栏目官方抢先爆料：新机制、新载具、,和平精英的微博视频,1694,577,221392,"https://f.video.weibocdn.com/o0/sklnPXzplx083W5cS0qk01041201de9m0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610113&ssig=rhJKwFJ27b&KID=unistore,video",191.261,https://wx3.sinaimg.cn/orj480/007KbAWFgy1hc2pdj9thlj31hc0u0hdt.jpg,1,宋茜,Artist
5086055604948357,OA6HmkLid,2024-10-05T02:00:13+00:00,每一局，都有奇思妙想的念头！ 每一局，都有千奇百变的行头！每一局，都有会心一击的准头！我是@和平精英  全新品牌代言人 田曦薇 ，带你赢下所有甜头！#和平精英品,田曦薇的微博视频,774762,45300,201959,"https://f.video.weibocdn.com/o0/j3uyIeBqlx08ixeeqBmw01041200jbCp0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609015&ssig=E%2BZkfoEhoi&KID=unistore,video",30.116,https://wx1.sinaimg.cn/orj480/a2d60795gy1huas19wx3xj20u0141kat.jpg,1,Tian Xiwei,Artist
5026986337239214,Obk2lunfw,2024-04-25T02:00:01+00:00,#和平精英五周年玩出圈# 和平精英5周年【新一圈发布会】滴滴！甜心预警！你的xin朋友已上线！xin朋友是谁?关键性线索——海岛小白裙！ 和平精英的微博视频,和平精英的微博视频,106079,16468,201159,"https://f.video.weibocdn.com/u0/x0T37Rx7gx08elcCtBS0010412009EDN0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609018&ssig=5LK%2BsC7mt2&KID=unistore,video",16.462,https://wx1.sinaimg.cn/orj480/007KbAWFgy1hp2b07yfiij30u0140n9o.jpg,0,,
5208557974978567,Q3ADbkT9t,2025-09-08T03:00:53+00:00,给海岛来点儿刺激magic！9月9日，跟我一起开启@和平精英 全新版本「创乐激战」！想拿满分刺激？创乐园2.0升级回归，老地方，新惊喜。加入我的小队，给超体再上,小林是李昀锐的微博视频,215042,185203,165642,"https://f.video.weibocdn.com/o0/ShAmyaOMlx08rel9cPJu010412007YdE0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608709&ssig=YaPuGPHbmK&KID=unistore,video",13.072,https://wx2.sinaimg.cn/orj480/005E4IZzgy1i55jhkeeslj30u0141nax.jpg,0,,
4795087332835946,LDTEFbTL4,2022-07-25T03:56:10+00:00,视线锁定，拿下新一城， 稳步前进，共赴下一圈。 做什么都能大吉大利 就让她为你召唤惊喜 #和平精英品牌代言人宋茜# 空投节胜利女神降临 集合！各位特种兵，和胜利,和平精英的微博视频,82443,10525,165153,"https://f.video.weibocdn.com/o0/5wBOFSFklx07XT9NMMxO01041200fVBC0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610825&ssig=yddVesQSEs&KID=unistore,video",21.871,https://wx3.sinaimg.cn/crop.0.6.1922.1068/007KbAWFgy1h4iyatmyefj31hf0u07am.jpg,1,宋茜,Artist
5127390703389263,PbuyyedHx,2025-01-27T03:31:08+00:00,#和平精英春节双神装降临##和平精英开门大吉#他是战神，他是金蛇镇世·烛九穿越千年，护佑一方安宁《不负和平，不负卿》@和平精英 双神故事已经开启安全区在我剑下，,和平精英的微博视频,36830,14242,133252,"https://f.video.weibocdn.com/u0/79d9CdRxgx08lpycoOQ00104120140Hn0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609015&ssig=7T%2B5WGuWtc&KID=unistore,video",72.98,https://wx1.sinaimg.cn/orj480/007KbAWFgy1hxw10a67fqj30k90r077b.jpg,0,,
5127043211330464,Pblw55A76,2025-01-26T04:30:20+00:00,“我与神明低语，求吉运降临。自此花开海岛，世间诸事都灵。”我是和平精英神域大使@陈都灵 ，此次携手@和平精英 全新演绎赛博古神「女娲灵识」角色，在海岛为特种兵们,和平精英的微博视频,166862,224930,123610,"https://f.video.weibocdn.com/u0/EM4cCYeEgx08lpGzuvBS01041200KPxV0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609015&ssig=O%2FlmCxdoMO&KID=unistore,video",51.827,https://wx1.sinaimg.cn/orj480/007KbAWFgy1hxw4lgtcgyj30gv0mjju0.jpg,1,陈都灵,Artist
5161084940454634,PpD661UgO,2025-04-30T03:00:01+00:00,#宋茜杨丽萍团队辉羽雀灵神装大片# #宋茜cos6周年神装辉羽雀灵# #和平精英辉羽雀灵#和平精英6周年“辉羽雀灵”神装大片来啦！非遗孔雀舞、《雀之灵》舞蹈指导,和平精英的微博视频,22122,2518,121801,"https://f.video.weibocdn.com/o0/BTpMfiKhlx08nR5ynA2A01041201i8vW0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608931&ssig=ps9AnpCOVt&KID=unistore,video",85.078,https://wx2.sinaimg.cn/orj480/007KbAWFgy1i0xvdnng3lj30u00gvn23.jpg,1,"宋茜, 杨丽萍",Artist
5195504239250454,PE4v5COsS,2025-08-03T02:30:01+00:00,2025#和平精英刺激之夜##半个吃鸡圈集体请假##和平主播赛#和平精英品牌代言人华晨宇、宋茜、田曦薇、虞书欣 和平精英品牌大使祝绪丹，惊喜大使姚安娜明星特种兵,和平精英的微博视频,4303,4889,119508,"https://f.video.weibocdn.com/u0/8dTIBzNLgx08qjY44pYA01041200Zxfc0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608771&ssig=pOrq89sya%2F&KID=unistore,video",90.812,https://wx1.sinaimg.cn/orj480/007KbAWFgy1i40ofxx57pj315o1jku0y.jpg,1,Tian Xiwei,Artist
4804465088268990,M1S9KyH8O,2022-08-20T01:00:02+00:00,#和平精英超级空投中场秀# 倒计时！ 8月21日跟着鸡仔，锁定2022和平精英职业联赛PEL夏季赛总决赛暨空投节盛典！ 品牌代言人@华晨宇yu 、品牌代言人@宋,和平精英的微博视频,14507,2403,108594,"https://f.video.weibocdn.com/o0/9xzdBItIlx07YxWFRkRi01041200vlQn0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610711&ssig=z3km4%2BoFPU&KID=unistore,video",55.842,https://wx3.sinaimg.cn/crop.71.0.1941.1080/007KbAWFgy1h5cild8au5j31lw0u0h29.jpg,0,,
4804850128783663,M22aMAR1Z,2022-08-21T02:30:03+00:00,#2022PEL夏季赛总决赛#丨#2022PEL夏季赛#【2022 PEL 夏季赛总决赛】 和平精英品牌代言人@吳京 @华晨宇yu @宋茜  和平精英3周年精英,和平精英的微博视频,2821,1730,108137,"https://f.video.weibocdn.com/o0/S45baukrlx07Yx574Hw401041200p5iu0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610711&ssig=stIh8UtffZ&KID=unistore,video",124.969,https://wx4.sinaimg.cn/crop.122.0.1668.928/007KbAWFgy1h5bw21h3dvj31h60psdk4.jpg,0,,
4931693418909426,NdiupBnKq,2023-08-06T03:00:00+00:00,#长相思和平精英梦幻联动##和平精英天空赛场#  听说特种兵们最近都在追#长相思# ，快和鸡仔分享下在剧中「印象最深刻的画面」吧~  剧中玟小六/小夭的扮演者@,和平精英的微博视频,10462,7215,106252,"https://f.video.weibocdn.com/u0/4rAIkIbDgx087CTxjpkQ01041200f8X90E010.mp4?label=mp4_720p&template=1036x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609610&ssig=6ZT6hvIDR5&KID=unistore,video",45.394,https://wx2.sinaimg.cn/orj480/007KbAWFgy1hgok0xz9r6j30u00gvamh.jpg,1,长相思,Movie
4925910312032521,NaS2P8wKB,2023-07-21T04:00:00+00:00,特种兵们，集合！全新空投惊喜即将抵达！ 今年夏天，跟着全新品牌代言人@王嘉尔 #一起去追空投雨# ！前方空投，玩有引力！ 第一个小惊喜～7月26日登陆游戏，即可,和平精英的微博视频,94793,50527,104227,"https://f.video.weibocdn.com/u0/Wfdv8Lrxgx0879KSfDP201041200kbxx0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609694&ssig=C%2BFkg6GBWj&KID=unistore,video",32.576,https://wx2.sinaimg.cn/orj480/007KbAWFgy1hg3fn2kc3pj31hc0u0tet.jpg,1,王嘉尔,Artist
4859593342325257,Mp0ii9KU9,2023-01-19T04:00:02+00:00,#和平精英吴京新春贺岁片# | #新年第一局鸡# 欢度新春，喜迎兔年！和平精英×@吳京 新春贺岁片正式上线！ 新年第一局鸡的奖杯终于出现，百位特种兵集结完毕，胜,和平精英的微博视频,1251,700,104176,"https://f.video.weibocdn.com/o0/zieLPMMXlx082t25KNc401041203DNVd0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610241&ssig=gjHqBYL%2Bix&KID=unistore,video",302.136,https://wx2.sinaimg.cn/orj480/007KbAWFly1ha8rke14yhj32yo1o0u13.jpg,1,吴京,Artist
4804555684189862,M1UvShzYq,2022-08-20T07:00:02+00:00,8月21日，锁定2022和平精英职业联赛PEL夏季赛总决赛暨空投节盛典 跟品牌代言人@吴京、@华晨宇yu 、@宋茜3周年庆精英邀请官@希林娜依高 ，空投节惊喜传,和平精英的微博视频,3303,1998,101308,"https://f.video.weibocdn.com/o0/Usf3mdyRlx07YyEyCb6w01041200xrvy0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610711&ssig=zx5HM%2B%2BNTc&KID=unistore,video",103.258,https://wx4.sinaimg.cn/orj480/007KbAWFly1h5d12rgp69j31hc0u0wi4.jpg,0,,
4807832681058279,M3hLm4rj1,2022-08-29T08:01:39+00:00,这个夏天，我们用勇气ALL IN 朝着空投的方向追去 敢于追逐，是因为我们相信 只要向前，一切终将会遇见 “空投”，不会辜负每一次翻山越岭 #和平精英超级空投中,和平精英的微博视频,14996,1356,98068,"https://f.video.weibocdn.com/o0/Lsy1CX5elx07YNhXdJq801041201eCKY0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610667&ssig=RRs%2FGZmXj%2F&KID=unistore,video",118.607,https://wx1.sinaimg.cn/orj480/007KbAWFgy1h5nmwi3u3xj31hc0u0gwz.jpg,1,"华晨宇, 宋茜",Artist
4805361864019846,M2fuagRKe,2022-08-22T12:23:30+00:00,2022PEL夏季赛总决赛暨空投节盛典圆满落幕！ 品牌代言人@华晨宇yu 、品牌代言人@宋茜、3周年庆精英邀请官@希林娜依高 、空投节惊喜传递官@康姆士COMZ,和平精英的微博视频,26387,1199,83859,"https://f.video.weibocdn.com/o0/IBD0rsvclx07YCt5H7bq0104120fHiLs0E060.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610703&ssig=w2hXxFWpUf&KID=unistore,video",1366.423,https://wx4.sinaimg.cn/crop.0.4.1190.661/007KbAWFgy1h5fs4s2g3zj30x20iqjxv.jpg,1,"华晨宇, 宋茜, 希林娜依高, 康姆士",Artist
5258537082028264,QoyOE8vDW,2026-01-24T01:00:01+00:00,#和平精英新代言人##大吉大利和平年# 掀开三级头，信号已发，热血少年即将空降海岛！和平精英全新品牌代言人，即将，重磅揭晓！ 猜一猜是谁？ 评论区分享你的答案，,和平精英的微博视频,5711,3185,78752,"https://f.video.weibocdn.com/u0/jro4hBGLgx08uMBjSgPC0104120057YH0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772603228&ssig=Yc4Z8Ot6ej&KID=unistore,video",9.335,https://wx3.sinaimg.cn/orj480/007KbAWFgy1i9l6sypw2xj30go0m8gux.jpg,0,,
5181444918872609,PyaKLBeaB,2025-06-25T07:23:18+00:00,#田曦薇演我吃鸡状态##和平精英夏日焕新# 夏日海岛大片抢先看！「爆裂萌兔」超体导师@田曦薇 海岛空降联合和平全明星 @一休不是光头、@蓝枫学长yyds、TJ ,和平精英的微博视频,27858,20927,73686,"https://f.video.weibocdn.com/u0/9ffl7nZRgx08pjMsRf0I01041200l5bO0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608829&ssig=GitREEpLVt&KID=unistore,video",35.387,https://wx4.sinaimg.cn/orj480/007KbAWFgy1i2rlsqqeejj31hc0u01kx.jpg,1,Tian Xiwei,Artist
5181031374391366,PxZZLiqou,2025-06-24T04:00:01+00:00,#和平精英夏日焕新##田曦薇COS超体爆裂萌兔#和平精英代言人@田曦薇  变身全新超体导师「爆裂萌兔」甜酷登场可爱是外表爆裂是标配重生是底牌人兔双形态无限复活，,和平精英的微博视频,23744,22450,73547,"https://f.video.weibocdn.com/u0/AvfwKeuLgx08phWQ2fyM010412009c730E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608833&ssig=hMz9grvhRO&KID=unistore,video",15.047,https://wx1.sinaimg.cn/orj480/007KbAWFgy1i2q9xxuf9zj30u01401kx.jpg,1,Tian Xiwei,Artist
5181485431657823,PybO76Xh5,2025-06-25T10:04:17+00:00,@田曦薇 化身新超体导师「爆裂萌兔」神还原经典游戏动作演我吃鸡状态！特种兵们快来评论区猜猜，小田还原了哪些经典吃鸡动作？和小田一起，来海岛吃鸡！夏天，就要和平精,和平精英的微博视频,26471,20948,71434,"https://f.video.weibocdn.com/u0/jp57lprKgx08pjXwjYBa01041200by5T0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608829&ssig=Rw6C73JsKA&KID=unistore,video",24.241,https://wx2.sinaimg.cn/orj480/007KbAWFgy1i2rqf61e17j30go0m8qcj.jpg,1,Tian Xiwei,Artist
5261828766564905,QpWrOrxPz,2026-02-02T03:00:00+00:00,#大吉大利和平年##田曦薇乡音开麦##和平精英全明星开麦语音包#【给每一位玩家的暖心献礼】 家人们，有麦！和平精英携手田曦薇新春暖心献礼，无论天南地北，回家马上,和平精英的微博视频,19413,6400,65110,"https://f.video.weibocdn.com/u0/3wW8qHKcgx08uXOXqEQM01041201AzL40E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772603208&ssig=0UkaqjRkgG&KID=unistore,video",172.222,https://wx2.sinaimg.cn/orj480/007KbAWFgy1i9tbktjx9wj31hc0u0hdv.jpg,1,Tian Xiwei,Artist
5182201584948417,PyurckLjb,2025-06-27T09:30:01+00:00,#田曦薇海岛甜飒大片##和平精英夏日焕新# 田曦薇夏日海岛大片上线和平精英代言人@田曦薇  化身夏日海岛女战神携《On My Way》战曲发起“夏天，就要和平精,和平精英的微博视频,51092,21295,63606,"https://f.video.weibocdn.com/u0/4VZ2rNT5gx08pn5ZFjXG01041202dNKC0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608823&ssig=CJ2Rpv79CN&KID=unistore,video",114.822,https://wx4.sinaimg.cn/orj480/007KbAWFgy1i2u03o2gqgj31hc0u07wc.jpg,1,Tian Xiwei,Artist
5198768242167837,PFrpC95X7,2025-08-12T02:40:00+00:00,2025#和平精英刺激之夜# 当你坐在刺激之夜第一排，你就会得到......年度饭撒名场面诞生了！真·0距离前排看秀，全员贴脸开大，追星人的终极梦想！ 这波人生,和平精英的微博视频,2435,1425,61546,"https://f.video.weibocdn.com/u0/98p7SZC8gx08qyGdezvi01041200GdRE0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608736&ssig=xS5dZ49PU9&KID=unistore,video",49.599,https://wx1.sinaimg.cn/orj480/007KbAWFgy1i4bcc0csg7j30go0m87iz.jpg,0,,
5184625053533027,Pzvu1eP6j,2025-07-04T02:00:01+00:00,#李昀锐灵猫魔法师大片##和平精英灵猫魔法师#古老魔法家族的面纱徐徐揭开！@小林是李昀锐 化身灵猫魔法师，邀你猫在一起！7月4日，和平精英全新神装，华丽上线！ ,和平精英的微博视频,5224,5749,56113,"https://f.video.weibocdn.com/u0/C00Oa3PSgx08pxdO9ksw01041200ulO70E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608810&ssig=Ovu8vlTDZX&KID=unistore,video",50.061,https://wx1.sinaimg.cn/orj480/007KbAWFgy1i31ciz67nbj30go0m8k5h.jpg,1,李昀锐,Artist
4766791858129064,Ls1yNy6JW,2022-05-08T02:00:03+00:00,#和平精英3周年庆# 鸡仔收到了大家的祝福啦～品牌代言人@吳京 、@华晨宇yu ，还有@王宝强 、@硬糖少女303-希林娜依高 、@梁龙LBB 、@林晓峰lo ,和平精英的微博视频,2596,2075,54846,"https://f.video.weibocdn.com/u0/rNVY54TJgx07VRM7D0ic01041200kcUX0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772611083&ssig=%2BbCHHFGgd%2B&KID=unistore,video",83.452,https://wx3.sinaimg.cn/crop.0.23.527.293/007KbAWFgy1h202loux4jj30en09e758.jpg,1,"吴京, 华晨宇, 王宝强, 硬糖少女303-希林娜依高, 梁龙, 林晓峰, 单依纯, 汪汪汪佳辉",Artist
5042200199041276,OhHOPBW32,2024-06-06T01:34:30+00:00,哇哦！美型双生特种兵@张予曦 绝美登场！ 和平精英首套姐妹合体角色转换神装丨 镜域双华 等你体验！,张予曦的微博视频,41560,41610,54695,"https://f.video.weibocdn.com/o0/ZvjcIJRXlx08fqUcxJZm01041200KSp20E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609015&ssig=XcmAKjvegE&KID=unistore,video",46.347,https://wx1.sinaimg.cn/orj480/63141d3egy1hqfdmeu1udj20u01hcwy3.jpg,1,张予曦,Artist
4935664590128341,NeXNx0xo1,2023-08-17T02:00:01+00:00,#一起去追空投雨##2023PEL夏决# 空投雨里的惊喜福利正在不断掉落中！ 这次我们收到了来自和平精英品牌代言人华晨宇、王嘉尔，以及布瑞吉Bridge(D.M,和平精英的微博视频,1706,1051,52961,"https://f.video.weibocdn.com/u0/n5NkVENdgx087RmLvl4s01041200c0VM0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609545&ssig=fiiblOs5p1&KID=unistore,video",42.213,https://wx1.sinaimg.cn/orj480/007KbAWFgy1hgz1qpei7dj31290ljncf.jpg,0,,
4935677151550635,NeY7N6vof,2023-08-17T02:49:56+00:00,#长相思和平精英梦幻联动#  2023 PEL夏季赛总决赛即将火热打响，感谢腾讯视频热播剧#长相思#第一季，皓翎大王姬小夭@杨紫，二王姬阿念@代露娃 为PEL和,和平精英的微博视频,3450,3838,47783,"https://f.video.weibocdn.com/u0/l6higML1gx087QQf90p201041200b3U60E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609542&ssig=L4PEQuNuJc&KID=unistore,video",36.5,https://wx2.sinaimg.cn/orj480/007KbAWFgy1hgyob2zs68j31hc0u04lj.jpg,1,长相思,Movie
5026352152970081,Ob3xtcsEx,2024-04-23T08:00:01+00:00,🔥I will fight！Private side！#华晨宇和平精英5周年主题曲#由品牌代言人@华晨宇yu 作曲并演唱的「《和平精英》5周年主题曲」及「完整版,和平精英的微博视频,25577,19283,47086,"https://f.video.weibocdn.com/u0/cUBscFUUgx08eiRoTON201041200gRTP0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609021&ssig=ErkUBMxcl6&KID=unistore,video",32.6,https://wx1.sinaimg.cn/orj480/007KbAWFgy1hp0lux2m3vj31hc0u077w.jpg,1,华晨宇,Artist
4928114838997178,NbNovBKzM,2023-07-27T06:00:00+00:00,请注意！现实版空投雨即将降落上海 今年暑假，我们在线下还原游戏里的“追空投”体验 8月11日-8月13日 坐标上海BFC外滩枫径 我们为你打造空投惊喜吉市主题街,和平精英的微博视频,1107,804,46311,"https://f.video.weibocdn.com/u0/SFbBJZ9Fgx087rjpO2SY010412006Oj00E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772609663&ssig=VQh703S8PY&KID=unistore,video",15.208,https://wx3.sinaimg.cn/orj480/007KbAWFgy1hgg5sw8luvj31hc0u0dq4.jpg,0,,
4860672955384014,MpsnBmACW,2023-01-22T03:30:01+00:00,#大吉大利和平年# 品牌代言人吴京、华晨宇、宋茜，新春吉利官龚琳娜，脱口秀演员呼兰、何广智、徐志胜、鸟鸟、小北，以及黄健翔、管泽元 在新春的第一天，邀请特种兵们,和平精英的微博视频,748,834,45344,"https://f.video.weibocdn.com/o0/hzmXu5OElx082tDlMcXu01041200fdPK0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772610223&ssig=VlgbFg%2FL5f&KID=unistore,video",54.868,https://wx3.sinaimg.cn/orj480/007KbAWFly1ha95chojkbj31vc11we81.jpg,1,"吴京, 华晨宇, 宋茜, 龚琳娜, 呼兰, 何广智, 徐志胜, 鸟鸟, 小北, 黄健翔, 管泽元",Artist
5161454878852705,PpMILB8Zz,2025-05-01T03:30:01+00:00,#和平精英6周年# 超6福利免费领！5月1日登录和平精英，三款外观、十连抽、地铁物资、更有@吴京 @华晨宇yu @宋茜 @田曦薇 @许昕 表情包、语音包尽入囊中,和平精英的微博视频,477,1064,44418,"https://f.video.weibocdn.com/u0/aNLgG9LVgx08nTCBpMTm01041200wVM50E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608927&ssig=bJkucc4OzA&KID=unistore,video",33.413,https://wx1.sinaimg.cn/orj480/007KbAWFgy1i0zpgag5mpj30u00gvn16.jpg,1,Tian Xiwei,Artist
5161115139704492,PpDSNEIA4,2025-04-30T05:00:01+00:00,#宋茜杨丽萍团队辉羽雀灵神装大片##和平精英辉羽雀灵#和平精英6周年“辉羽雀灵”神装大片拍摄花絮放送，看@宋茜、普一凡 孔雀舞动人舞姿，秒切雀灵！ 和平精英的微,和平精英的微博视频,1784,1036,40826,"https://f.video.weibocdn.com/o0/h7Gq2LlVlx08nR2Q2KIU01041200tf6s0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1772608931&ssig=yPSs9jYHlM&KID=unistore,video",42.655,https://wx2.sinaimg.cn/orj480/007KbAWFgy1i0xu7uubezj30jz0qo0w5.jpg,1,宋茜,Artist
