video_id,title,published_at,duration,view_count,like_count,comment_count,is_collab,collab_partner,collab_category,collab_region,collab_summary,collab_confidence,classification_method,youtube_url
v2mVdKdNomE,PUBG MOBILE | Chicko POV: Balloon is your BFF,2025-12-11T08:07:37+00:00,PT14S,1457335,875,5,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=v2mVdKdNomE
cavVvMw3qYA,PUBG MOBILE | Chicko with Fried Chicken 2,2025-12-11T05:57:15+00:00,PT8S,1226002,8467,32,True,Fried Chicken 2,IP,Global,Collaboration with Fried Chicken 2,0.85,rule,https://www.youtube.com/watch?v=cavVvMw3qYA
XX-5TgVYAJI,PUBG MOBILE | SUPERSTAR UNITE,2025-12-11T03:59:56+00:00,PT1M,1034131,130,8,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=XX-5TgVYAJI
0WuJmKs6EMQ,2025 PMGC ESPORTS OUTFIT | SPECTRASHIFT APEX SET ＆ S12K,2025-12-11T02:12:30+00:00,PT44S,3261838,206,34,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=0WuJmKs6EMQ
G0yY2oNxXVk,PUBG MOBILE | 2025 PMGC MV,2025-12-10T15:18:38+00:00,PT3M22S,7917986,421,22,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=G0yY2oNxXVk
h4EVZx79oos,PUBG MOBILE | Chicko with Fried Chicken,2025-12-10T10:01:15+00:00,PT9S,1005727,7951,16,True,Fried Chicken,IP,Global,Collaboration with Fried Chicken,0.85,rule,https://www.youtube.com/watch?v=h4EVZx79oos
y3VSTvbWack,PUBG MOBILE |  Chicko's Porsche,2025-12-10T08:01:31+00:00,PT14S,1602034,5078,11,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=y3VSTvbWack
p_YBph7YMsc,PUBG MOBILE | 410 Security Tips Explained 4,2025-12-10T04:00:55+00:00,PT1M50S,3176,90,12,True,plained 4,IP,Global,Collaboration with plained 4,0.85,rule,https://www.youtube.com/watch?v=p_YBph7YMsc
Tzg-C1dFC5Y,PUBG MOBILE | 420 THEMED GAME MODE BETA SERVER DISPATCH 2,2025-12-10T02:01:56+00:00,PT11S,3255846,222,26,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=Tzg-C1dFC5Y
7UeyQxsYr5I,PUBG MOBILE | Chicko long leg filter dance,2025-12-09T14:44:23+00:00,PT15S,1511562,5664,49,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=7UeyQxsYr5I
phbThP35ryM,PUBG MOBILE | Chicko dances at the Chicko WWCD Booth,2025-12-09T13:00:36+00:00,PT12S,1481484,3232,22,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=phbThP35ryM
J1jSz8P5EnA,PUBG MOBILE | PMGC arena drop experience,2025-12-09T04:00:21+00:00,PT17S,1825210,2168,11,True,perience,IP,Global,Collaboration with perience,0.85,rule,https://www.youtube.com/watch?v=J1jSz8P5EnA
kiOiePw3-aE,PUBG MOBILE | 410 Security Tips Explained 3,2025-12-08T18:00:52+00:00,PT2M13S,7408,221,35,True,plained 3,IP,Global,Collaboration with plained 3,0.85,rule,https://www.youtube.com/watch?v=kiOiePw3-aE
mvgE3Z81wME,PUBG MOBILE | WonderPick Co-creation Show Introduction,2025-12-08T16:01:20+00:00,PT51S,830816,84,2,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=mvgE3Z81wME
61OgHqmIIb8,PUBG MOBILE | Chicko with PMGC Esports Players,2025-12-08T14:00:11+00:00,PT17S,2066062,5837,14,True,PMGC Esports Players,IP,Global,Collaboration with PMGC Esports Players,0.85,rule,https://www.youtube.com/watch?v=61OgHqmIIb8
zVNOXv2fIgM,[EN] 2025 PMGC League | Last Chance | Day 2 | PUBG MOBILE Global Championship,2025-12-07T15:31:38+00:00,PT4H58M41S,154835,1529,16,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=zVNOXv2fIgM
M-d9EeL-w0Q,PUBG MOBILE | Chikco Drops Into Thailand,2025-12-07T00:00:34+00:00,PT13S,1805438,560,13,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=M-d9EeL-w0Q
LIJWeZ-a3u4,[EN] 2025 PMGC League | Last Chance | Day 1 | PUBG MOBILE Global Championship,2025-12-06T15:42:27+00:00,PT5H4M10S,105559,1282,8,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=LIJWeZ-a3u4
5T0Ye7cK_Yo,PUBG MOBILE | Dancing with tourist,2025-12-06T02:00:09+00:00,PT16S,2554596,10297,36,True,tourist,IP,Global,Collaboration with tourist,0.85,rule,https://www.youtube.com/watch?v=5T0Ye7cK_Yo
uNr_5iQzLDE,PUBG MOBILE | Chicko in your area,2025-12-06T00:01:15+00:00,PT7S,1307979,9996,10,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=uNr_5iQzLDE
bBXoC5SaW3k,PUBG MOBILE | Guess who it is,2025-12-05T11:01:27+00:00,PT13S,6884,188,7,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=bBXoC5SaW3k
kZG-yqUwtZQ,[EN] 2025 PMGC League | Group Red Day 3 | PUBG MOBILE Global Championship,2025-12-04T16:48:40+00:00,PT6H11M5S,166328,2168,26,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=kZG-yqUwtZQ
0wTp0E0suQA,PUBG MOBILE x Porsche | Dominate in style with iconic Porsche vehicles!,2025-12-04T04:00:01+00:00,PT42S,5287923,442,78,True,Porsche,Brand,Global,Collaboration with Porsche,0.85,rule,https://www.youtube.com/watch?v=0wTp0E0suQA
x4xuqYyfXIc,[EN] 2025 PMGC League | Group Red Day 2 | PUBG MOBILE Global Championship,2025-12-03T16:06:25+00:00,PT5H27M35S,179505,2245,24,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=x4xuqYyfXIc
ppjvxso9fPA,PUBG MOBILE | PMGC LOVE CONNECTS APG TOP,2025-12-03T06:05:50+00:00,PT1M13S,1008028,198,18,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=ppjvxso9fPA
VrrnjG4cvZ4,PUBG MOBILE x Porsche Collaboration Trailer,2025-12-03T02:51:41+00:00,PT37S,9050200,680,79,True,Porsche,Brand,Global,Collaboration with Porsche,0.85,rule,https://www.youtube.com/watch?v=VrrnjG4cvZ4
afSdCHPW2PU,[EN] 2025 PMGC League | Group Red Day 1 | PUBG MOBILE Global Championship,2025-12-02T16:09:58+00:00,PT5H31M25S,245588,3261,16,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=afSdCHPW2PU
0fIUXFby7rU,PUBG MOBILE | 2025 WOW Annual Review video,2025-12-02T15:46:52+00:00,PT48S,2747802,92,9,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=0fIUXFby7rU
ed6t0mGwYGc,PUBG MOBILE | 410 PDP Creative Vision Awards Announcement Video,2025-12-02T04:00:45+00:00,PT38S,2902946,127,5,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=ed6t0mGwYGc
FSkuq56Zo0Y,[EN] 2025 PMGC League | Group Green Day 3 | PUBG MOBILE Global Championship,2025-11-30T16:14:32+00:00,PT5H40M21S,173694,2726,15,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=FSkuq56Zo0Y
1GXUetgizhc,[EN] 2025 PMGC League | Group Green Day 2 | PUBG MOBILE Global Championship,2025-11-29T15:52:36+00:00,PT5H9M8S,132983,1783,16,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=1GXUetgizhc
yc2zAO559gE,PUBG MOBILE | 410 PUBG MOBILE CLASSIC UPDATE DEV TALK,2025-11-29T11:14:33+00:00,PT3M26S,1176269,165,45,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=yc2zAO559gE
cmR3_Y9Io-A,PUBG MOBILE | 410 THEMED GAMEPLAY TEASER VIDEO 4,2025-11-29T06:00:30+00:00,PT22S,1142485,58,15,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=cmR3_Y9Io-A
NXhHNNInPZM,PUBG MOBILE | 410 Safety Centre Promotional Video 2,2025-11-29T02:00:23+00:00,PT1M40S,5129,74,16,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=NXhHNNInPZM
oTZY9CJX8jo,[EN] 2025 PMGC League | Group Green Day 1 | PUBG MOBILE Global Championship,2025-11-28T15:55:39+00:00,PT5H18M55S,170521,2565,18,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=oTZY9CJX8jo
od5c6A_4hj0,PUBG MOBILE | WOW-BABYMONSTER MapRecommendation,2025-11-28T14:01:25+00:00,PT18S,1216390,71,4,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=od5c6A_4hj0
dshl9wGjtbM,PUBG MOBILE | All I want for Christmas,2025-11-28T12:01:33+00:00,PT17S,12920,427,37,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=dshl9wGjtbM
-MQC_qT87n4,PUBG MOBILE |  410 THEMED GAMEPLAY TEASER VIDEO 6,2025-11-28T10:00:00+00:00,PT23S,1405904,67,3,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=-MQC_qT87n4
w_7jFTt8UKQ,PUBG MOBILE | 410 Monetization annual collection ranking introduction,2025-11-28T08:01:18+00:00,PT1M2S,413701,121,8,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=w_7jFTt8UKQ
zez9JRtHkTU,PUBG MOBILE | 410 Monetization Gilt Set 1 coser,2025-11-28T05:44:52+00:00,PT9S,2900820,19757,11,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=zez9JRtHkTU
RQgYhqLBchU,PUBG MOBILE | 4th Ultimate Set Design Contest PV,2025-11-28T02:00:16+00:00,PT1M11S,4890,128,10,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=RQgYhqLBchU
xB3kXmxXIFM,PUBG MOBILE | 410 Safety Centre Promotional,2025-11-27T06:19:57+00:00,PT1M59S,3295,96,10,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=xB3kXmxXIFM
ruO3raMTKPM,PUBG MOBILE | 410 RANKED ARENA PV,2025-11-27T02:10:26+00:00,PT41S,2247622,158,8,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=ruO3raMTKPM
JatA2WauBXU,[EN] 2025 PMGC League | The Gauntlet Day 3 | PUBG MOBILE Global Championship,2025-11-26T16:18:00+00:00,PT5H34M56S,212335,3210,76,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=JatA2WauBXU
GG1cxMf_2uQ,PUBG MOBILE x Rockstar Energy - Influencer Highlight,2025-11-25T18:00:16+00:00,PT1M,301056,100,13,True,Rockstar Energy,IP,Global,Collaboration with Rockstar Energy,0.85,rule,https://www.youtube.com/watch?v=GG1cxMf_2uQ
ZQaO2DJuV_A,[EN] 2025 PMGC League | The Gauntlet Day 2 | PUBG MOBILE Global Championship,2025-11-25T16:28:41+00:00,PT5H46M55S,199469,3370,12,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=ZQaO2DJuV_A
EvF64AbNzv4,PUBG MOBILE | 410 Monetization Gilt Set 1 ingame,2025-11-25T04:00:13+00:00,PT44S,1285224,230,37,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=EvF64AbNzv4
nThKzAzSLSY,PUBG MOBILE x BABYMONSTER | Join the Rhythm Challenge Now!,2025-11-24T22:01:02+00:00,PT43S,2357485,439,27,True,BABYMONSTER,IP,Global,Collaboration with BABYMONSTER,0.85,rule,https://www.youtube.com/watch?v=nThKzAzSLSY
3Kal-9P_PoY,[EN] 2025 PMGC League | The Gauntlet Day 1 | PUBG MOBILE Global Championship,2025-11-24T16:34:48+00:00,PT5H57M15S,330081,6547,48,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=3Kal-9P_PoY
OFzWdyRU6fk,PUBG MOBILE | Cyberweek 2025 is here,2025-11-24T13:00:52+00:00,PT11S,19891,446,11,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=OFzWdyRU6fk
AvqFTV_1BeY,PUBG MOBILE | 410 Monetization Gilt Set 1 launch PV,2025-11-24T06:00:11+00:00,PT39S,1553485,362,34,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=AvqFTV_1BeY
p_Ct_jr4RKQ,PUBG MOBILE | 410 PDP spin PV,2025-11-24T04:00:50+00:00,PT29S,1486221,83,9,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=p_Ct_jr4RKQ
KBBw-w6yzaI,PUBG MOBILE x BABYMONSTER | Get The Exclusive Items Now!,2025-11-23T22:00:18+00:00,PT1M11S,1676391,943,32,True,BABYMONSTER,IP,Global,Collaboration with BABYMONSTER,0.85,rule,https://www.youtube.com/watch?v=KBBw-w6yzaI
rjg_n6_3Udo,PUBG MOBILE x BABYMONSTER | Special Message From BABYMONSTER!,2025-11-23T19:01:02+00:00,PT1M38S,19960956,4841,188,True,BABYMONSTER,IP,Global,Collaboration with BABYMONSTER,0.85,rule,https://www.youtube.com/watch?v=rjg_n6_3Udo
tdCJIbjyZG8,PUBG MOBILE | V4.1: Special Trials Tutorial,2025-11-23T04:01:02+00:00,PT1M45S,248038,107,9,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=tdCJIbjyZG8
-iQlTjh3QzY,PUBG MOBILE | 410 Monetization CyberWeek introduction 2,2025-11-23T02:00:00+00:00,PT45S,251788,258,18,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=-iQlTjh3QzY
loNIwFH3SQo,PUBG MOBILE x BABYMONSTER Live-Action Trailer,2025-11-22T19:00:50+00:00,PT1M45S,40878803,31814,1162,True,BABYMONSTER Live,Artist,Global,Collaboration with BABYMONSTER Live,0.85,rule,https://www.youtube.com/watch?v=loNIwFH3SQo
oboWaQhGoRo,PUBG MOBILE | 410 Monetization CyberWeek introduction 1,2025-11-22T02:00:53+00:00,PT1M34S,277277,142,10,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=oboWaQhGoRo
Lov6rzsKpiY,PUBG MOBILE X BABYMONSTER:Your Ultimate Guide​,2025-11-21T20:00:18+00:00,PT1M36S,2601328,743,38,True,BABYMONSTER,IP,Global,Collaboration with BABYMONSTER,0.85,rule,https://www.youtube.com/watch?v=Lov6rzsKpiY
Hh5d7f93420,PUBG MOBILE Next Star Penguin Palooza,2025-11-21T04:20:08+00:00,PT3H23M31S,16507,375,5,True,t Star Penguin Palooza,IP,Global,Collaboration with t Star Penguin Palooza,0.85,rule,https://www.youtube.com/watch?v=Hh5d7f93420
TMMNWqJ-WxU,PUBG MOBILE | MUSCLE CHICKEN COMIC,2025-11-20T18:00:40+00:00,PT58S,18259,111,10,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=TMMNWqJ-WxU
VsCsgx81o3A,PUBG MOBILE | PowNin's Energy Drink,2025-11-20T11:01:07+00:00,PT13S,18996,586,18,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=VsCsgx81o3A
JOBSWTCXrKs,PUBG MOBILE × Rockstar Energy | The Spark Awakens — Fuel the Drop. Rule the Battleground.,2025-11-19T15:10:09+00:00,PT1M28S,25273,201,29,True,Rockstar Energy,IP,Global,Collaboration with Rockstar Energy,0.85,rule,https://www.youtube.com/watch?v=JOBSWTCXrKs
McmLjThdLLQ,PUBG MOBILE | 410 WOW RACING PV,2025-11-19T02:04:47+00:00,PT45S,3205788,137,17,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=McmLjThdLLQ
fnb5cP84-3k,PUBG MOBILE | Penguin Snowmobile Racing,2025-11-18T10:01:09+00:00,PT20S,43525,869,21,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=fnb5cP84-3k
oS0NopLqIw0,PUBG MOBILE | 410 Funland Story EP02,2025-11-18T04:01:01+00:00,PT22S,1545497,141,13,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=oS0NopLqIw0
eE8QZJp41nA,PUBG MOBILE | 410 Monetization AG dance video,2025-11-18T02:00:42+00:00,PT17S,2199791,6013,12,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=eE8QZJp41nA
lTOO3avyDQ0,PUBG MOBILE | 410 PDP spin ingame,2025-11-17T06:00:47+00:00,PT33S,8264,150,26,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=lTOO3avyDQ0
98ZNKEAccps,PUBG MOBILE | 410 THEMED GAMEPLAY TEASER 5,2025-11-17T04:00:15+00:00,PT33S,2806228,96,9,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=98ZNKEAccps
008AgXnQQh8,PUBG MOBILE | Let's Dance!🐔🕺🎶,2025-11-16T04:00:00+00:00,PT8S,1361641,7731,12,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=008AgXnQQh8
HwRS4DAWkg4,PUBG MOBILE | 410 Voice Reporting Feature Promotional,2025-11-16T02:00:19+00:00,PT1M19S,1275919,157,26,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=HwRS4DAWkg4
Xd2U5-L3ZEY,PUBG MOBILE | 410 Funland Story EP01,2025-11-15T08:00:42+00:00,PT24S,2449962,56,6,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=Xd2U5-L3ZEY
B4jfk27BhiQ,PUBG MOBILE | 410 THEMED GAMEPLAY TRIAL INTRO,2025-11-15T06:00:15+00:00,PT46S,2156515,134,5,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=B4jfk27BhiQ
_t0pWSRnQ2Q,PUBG MOBILE | 410 Monetization RPA new face introduction,2025-11-15T04:00:42+00:00,PT11S,1589461,2077,34,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=_t0pWSRnQ2Q
mKLth4L6rSk,PUBG MOBILE | 410 Security Tips Explained,2025-11-14T14:30:46+00:00,PT1M42S,1632379,121,13,True,plained,IP,Global,Collaboration with plained,0.85,rule,https://www.youtube.com/watch?v=mKLth4L6rSk
L3YYOiv6yac,PUBG MOBILE | BALENCIAGA Collaboration Trailer,2025-11-14T10:00:46+00:00,PT57S,7854157,328,58,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=L3YYOiv6yac
eGV2DuZRWdI,PUBG MOBILE | 410 monetization victory dance,2025-11-14T02:00:42+00:00,PT16S,1437016,854,3,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=eGV2DuZRWdI
SzmvpjL6SoU,PUBG MOBILE | BALENCIAGA Launch Teaser,2025-11-14T00:00:36+00:00,PT6S,415614,276,55,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=SzmvpjL6SoU
nIrg0Bn2If8,PUBG MOBILE | TAROT400 Cosplay 2,2025-11-12T06:00:54+00:00,PT40S,14402,488,26,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=nIrg0Bn2If8
UR1ax87YBf4,PUBG UNITED | Everything You Need to Know,2025-11-11T09:00:52+00:00,PT2M12S,6386,234,33,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=UR1ax87YBf4
mjRJdIxAKo0,PUBG MOBILE | 410 Monetization RPA16 overview video,2025-11-11T03:35:15+00:00,PT30S,390875,164,29,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=mjRJdIxAKo0
r7DnJzkPP4I,PUBG MOBILE | 410 Season Update,2025-11-10T12:01:54+00:00,PT34S,9879,236,25,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=r7DnJzkPP4I
2hj8wzJCU_w,PUBG UNITED | November 24 – December 14,2025-11-10T09:00:04+00:00,PT50S,10486,455,33,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=2hj8wzJCU_w
xnw9mFxQ2-A,PUBG MOBILE | TAROT400 Cosplay,2025-11-10T07:30:28+00:00,PT27S,13486,426,24,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=xnw9mFxQ2-A
0NrUagQcY7M,PUBG MOBILE | 410 Metro Royale short video,2025-11-09T08:00:00+00:00,PT46S,3019059,199,16,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=0NrUagQcY7M
h1EHEcwUXTw,PUBG MOBILE | 410 THEMED GAMEPLAY TEASER VIDEO 3,2025-11-08T08:01:02+00:00,PT31S,1302166,148,17,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=h1EHEcwUXTw
Ax_UVIviy5M,[EN] 2025 PMGC League Group Draw | PUBG MOBILE Global Championship,2025-11-07T12:34:21+00:00,PT30M15S,19877,746,26,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=Ax_UVIviy5M
SZ16Z0cUzx8,PUBG MOBILE | 400 Crazy Chicken Day Poster 3,2025-11-07T12:01:03+00:00,PT21S,1181658,52,9,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=SZ16Z0cUzx8
s5GrQ4ysCvc,PUBG MOBILE | 410 Metro Royale New Chapter PV,2025-11-07T10:01:29+00:00,PT37S,3544490,193,11,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=s5GrQ4ysCvc
wPHjbuOA6SM,PUBG MOBILE | 410 Penguin Charity PV,2025-11-07T08:01:30+00:00,PT47S,5568903,235,29,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=wPHjbuOA6SM
Dc6f3mF5gM0,PUBG MOBILE | V4.1 UNFREEZED NOW!,2025-11-06T10:30:17+00:00,PT9S,28690,491,31,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=Dc6f3mF5gM0
YrwJdYw1OYM,PUBG MOBILE | V4.1 CLASSIC STRATEGY,2025-11-06T10:01:04+00:00,PT3M6S,23166,657,111,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=YrwJdYw1OYM
edyAHEsmsW8,PUBG MOBILE | V4.1 THEMED UPDATE GUIDE,2025-11-06T08:00:56+00:00,PT3M4S,28439,630,123,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=edyAHEsmsW8
JkZS-VSKd8Q,PUBG MOBILE | 410 Version update PV,2025-11-05T14:00:37+00:00,PT1M10S,2329188,909,89,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=JkZS-VSKd8Q
nMmv_DbinpI,PUBG MOBILE | 410 Pownin Penguin Teaser,2025-11-05T10:01:24+00:00,PT13S,2215408,300,21,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=nMmv_DbinpI
mp5cwFmXLF4,PUBG MOBILE | WOW PASS S2 is available now!,2025-11-05T06:01:00+00:00,PT38S,1085401,164,13,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=mp5cwFmXLF4
gDCVWy4RRmg,PUBG MOBILE | 410 THEMED GAMEPLAY PATCH NOTE,2025-11-04T10:01:12+00:00,PT2M11S,6207575,544,51,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=gDCVWy4RRmg
EJkfnT2F2EU,PUBG MOBILE | 400 monetization tarot set influencer vlog,2025-11-04T08:00:25+00:00,PT15S,567277,858,18,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=EJkfnT2F2EU
Kh825CvMU80,PUBG MOBILE | 400 monetization tarot set influencer,2025-11-03T10:23:50+00:00,PT14S,1053182,1892,40,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=Kh825CvMU80
6ASukiTTwGk,PUBG MOBILE | 400 monetization tarot set selfie,2025-11-02T10:00:10+00:00,PT10S,893604,2177,45,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=6ASukiTTwGk
D0eRwzdoZNU,PUBG MOBILE | 410 monetization gilt set 2 preheat,2025-11-01T12:00:23+00:00,PT11S,1383879,344,34,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=D0eRwzdoZNU
aSmKOe9kM_U,PUBG MOBILE | 410 Loot Truck PV,2025-11-01T11:00:03+00:00,PT13S,4621121,213,16,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=aSmKOe9kM_U
5ny7bW_jltI,PUBG MOBILE | 410 Animals Showcase,2025-11-01T10:00:10+00:00,PT24S,2008149,3527,25,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=5ny7bW_jltI
g-qJnMMM3pE,PUBG MOBILE | 400 Monetization Honor Series launch PV,2025-11-01T09:01:09+00:00,PT1M26S,9035,300,46,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=g-qJnMMM3pE
ou6LQzA5R1o,PUBG MOBILE | 410 THEMED GAMEPLAY TEASER VIDEO 2,2025-11-01T08:01:02+00:00,PT26S,1942949,171,19,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=ou6LQzA5R1o
M6fOEEi2lLo,PUBG MOBILE | 410 BETA VERSION SCREENSHOT CONFIRM POSTER 4,2025-11-01T02:00:21+00:00,PT13S,620270,751,16,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=M6fOEEi2lLo
yv0Qv_4uL4U,PUBG MOBILE | 400 Crazy Chicken Day Poster  2,2025-11-01T00:01:22+00:00,PT21S,1145458,105,4,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=yv0Qv_4uL4U
TMRypFxyPpw,PUBG MOBILE X Dying Light The Beast Dev Talk,2025-10-31T17:01:01+00:00,PT3M19S,5209,126,32,True,Dying Light The Beast Dev Talk,IP,Global,Collaboration with Dying Light The Beast Dev Talk,0.85,rule,https://www.youtube.com/watch?v=TMRypFxyPpw
Zz1fBst6hW0,PUBG MOBILE | 410 Metro Royale patch note,2025-10-31T12:01:29+00:00,PT1M43S,4581322,100,18,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=Zz1fBst6hW0
X0KFXvtnrOc,PUBG MOBILE | 410 Monetization preheat 1,2025-10-31T10:00:58+00:00,PT13S,2191625,160,9,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=X0KFXvtnrOc
Ka29yHhLBHs,PUBG x PUBG MOBILE x Porsche Trailer,2025-10-31T09:00:40+00:00,PT33S,4877042,734,96,True,PUBG MOBILE x Porsche Trailer,Brand,Global,Collaboration with PUBG MOBILE x Porsche Trailer,0.85,rule,https://www.youtube.com/watch?v=Ka29yHhLBHs
5c9sCQvsgg0,PUBG MOBILE |  400 monetization honor series set preheat,2025-10-31T08:00:11+00:00,PT1M1S,9000,346,82,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=5c9sCQvsgg0
SMgW_mgTh-w,PUBG MOBILE: Regional Gauntlet | MASSIVE UC Giveaway,2025-10-30T23:44:25+00:00,PT2H50M11S,5834,278,12,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=SMgW_mgTh-w
uxvcnSsTWns,PUBG MOBILE |  410 BETA VERSION PREHEAT POSTER 4,2025-10-30T12:01:55+00:00,PT13S,1171194,266,6,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=uxvcnSsTWns
pyf5GbZBrt4,PUBG MOBILE | WOW X USC Games Collaboration,2025-10-29T16:01:36+00:00,PT1M56S,3399278,394,23,True,USC Games,IP,Global,Collaboration with USC Games,0.85,rule,https://www.youtube.com/watch?v=pyf5GbZBrt4
Z_FlS2iaxbg,PUBG MOBILE | 410 BETA VERSION SCREENSHOT CONFIRM POSTER 3,2025-10-29T10:01:13+00:00,PT13S,1075469,321,15,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=Z_FlS2iaxbg
KP15AkmqjMM,PUBG MOBILE | 400 monetization honor series,2025-10-29T08:00:25+00:00,PT10S,17498,347,36,True,,,,,0.3,rule_low_conf,https://www.youtube.com/watch?v=KP15AkmqjMM
